ID,Größe
2998,154
2999,163
3000,157
3001,190
3002,194
3003,170
3004,169
3005,166
3006,181
3007,170
3008,166
3009,163
3010,188
3011,185
3012,156
3013,186
3014,169
3015,158
3016,163
3017,154
3018,163
3019,160
3020,183
3021,176
3022,172
3023,183
3024,173
3025,175
3026,168
3027,164
3028,157
3029,177
3030,171
3031,172
3032,156
3033,150
3034,151
3035,163
3036,181
3037,181
3038,176
3039,167
3040,151
3041,165
3042,188
3043,185
3044,175
3045,158
3046,170
3047,170
3048,176
3049,176
3050,167
3051,164
3052,163
3053,194
3054,163
3055,182
3056,196
3057,162
3058,169
3059,161
3060,177
3061,168
3062,184
3063,156
3064,165
3065,176
3066,180
3067,162
3068,166
3069,170
3070,162
3071,159
3072,171
3073,171
3074,162
3075,168
3076,188
3077,173
3078,194
3079,182
3080,151
3081,166
3082,156
3083,177
3084,162
3085,156
3086,160
3087,159
3088,154
3089,164
3090,185
3091,151
3092,191
3093,172
3094,168
3095,149
3096,180
3097,177
3098,194
3099,155
3100,169
3101,157
3102,179
3103,160
3104,164
3105,159
3106,167
3107,164
3108,164
3109,178
3110,173
3111,158
3112,178
3113,156
3114,180
3115,178
3116,168
3117,186
3118,163
3119,169
3120,162
3121,173
3122,169
3123,192
3124,174
3125,168
3126,188
3127,146
3128,174
3129,149
3130,172
3131,165
3132,180
3133,192
3134,185
3135,150
3136,185
3137,170
3138,180
3139,169
3140,157
3141,181
3142,163
3143,152
3144,157
3145,187
3146,152
3147,178
3148,177
3149,150
3150,160
3151,172
3152,166
3153,180
3154,178
3155,191
3156,179
3157,152
3158,156
3159,171
3160,182
3161,163
3162,168
3163,155
3164,159
3165,158
3166,166
3167,186
3168,143
3169,160
3170,187
3171,177
3172,152
3173,170
3174,173
3175,167
3176,164
3177,160
3178,183
3179,166
3180,158
3181,156
3182,187
3183,171
3184,182
3185,191
3186,168
3187,180
3188,179
3189,165
3190,149
3191,153
3192,170
3193,171
3194,155
3195,164
3196,178
3197,181
3198,169
3199,173
3200,169
3201,171
3202,186
3203,170
3204,180
3205,159
3206,185
3207,156
3208,164
3209,163
3210,160
3211,186
3212,164
3213,186
3214,146
3215,170
3216,163
3217,167
3218,150
3219,184
3220,152
3221,195
3222,176
3223,181
3224,151
3225,165
3226,175
3227,155
3228,189
3229,169
3230,189
3231,175
3232,165
3233,160
3234,176
3235,180
3236,175
3237,157
3238,161
3239,164
3240,156
3241,175
3242,186
3243,185
3244,195
3245,168
3246,181
3247,165
3248,163
3249,170
3250,170
3251,170
3252,150
3253,180
3254,172
3255,168
3256,167
3257,175
3258,176
3259,156
3260,167
3261,174
3262,179
3263,180
3264,176
3265,157
3266,176
3267,188
3268,152
3269,177
3270,179
3271,175
3272,159
3273,179
3274,175
3275,176
3276,168
3277,159
3278,169
3279,176
3280,181
3281,156
3282,168
3283,179
3284,171
3285,164
3286,180
3287,156
3288,165
3289,176
3290,191
3291,154
3292,146
3293,159
3294,168
3295,179
3296,192
3297,149
3298,170
3299,156
3300,189
3301,176
3302,180
3303,182
3304,169
3305,178
3306,177
3307,183
3308,152
3309,195
3310,164
3311,167
3312,184
3313,158
3314,167
3315,166
3316,166
3317,178
3318,190
3319,170
3320,159
3321,180
3322,165
3323,180
3324,174
3325,160
3326,189
3327,179
3328,175
3329,156
3330,180
3331,189
3332,168
3333,169
3334,176
3335,177
3336,196
3337,171
3338,174
3339,179
3340,170
3341,168
3342,182
3343,159
3344,175
3345,167
3346,183
3347,158
3348,162
3349,182
3350,170
3351,175
3352,158
3353,184
3354,170
3355,183
3356,173
3357,182
3358,168
3359,173
3360,150
3361,161
3362,168
3363,164
3364,187
3365,168
3366,168
3367,174
3368,177
3369,156
3370,182
3371,183
3372,173
3373,181
3374,178
3375,180
3376,166
3377,180
3378,165
3379,183
3380,172
3381,178
3382,190
3383,186
3384,159
3385,175
3386,184
3387,162
3388,168
3389,160
3390,169
3391,164
3392,156
3393,164
3394,177
3395,184
3396,167
3397,168
3398,146
3399,160
3400,167
3401,179
3402,182
3403,168
3404,174
3405,183
3406,188
3407,165
3408,162
3409,175
3410,154
3411,182
3412,178
3413,165
3414,171
3415,162
3416,175
3417,157
3418,175
3419,182
3420,162
3421,185
3422,191
3423,171
3424,170
3425,167
3426,178
3427,172
3428,162
3429,176
3430,162
3431,176
3432,167
3433,167
3434,178
3435,177
3436,161
3437,151
3438,188
3439,162
3440,166
3441,170
3442,182
3443,174
3444,179
3445,188
3446,181
3447,166
3448,158
3449,169
3450,147
3451,156
3452,142
3453,183
3454,171
3455,176
3456,171
3457,170
3458,180
3459,179
3460,182
3461,184
3462,148
3463,157
3464,170
3465,174
3466,159
3467,146
3468,173
3469,165
3470,160
3471,168
3472,176
3473,166
3474,166
3475,183
3476,174
3477,189
3478,166
3479,170
3480,188
3481,156
3482,172
3483,167
3484,175
3485,170
3486,177
3487,187
3488,164
3489,166
3490,169
3491,178
3492,189
3493,170
3494,164
3495,194
3496,179
3497,163
3498,156
3499,172
3500,161
3501,173
3502,160
3503,148
3504,153
3505,172
3506,177
3507,163
3508,178
3509,172
3510,159
3511,161
3512,162
3513,174
3514,164
3515,187
3516,172
3517,176
3518,155
3519,153
3520,167
3521,181
3522,162
3523,192
3524,162
3525,175
3526,179
3527,179
3528,169
3529,147
3530,171
3531,192
3532,174
3533,180
3534,163
3535,188
3536,177
3537,187
3538,164
3539,166
3540,172
3541,175
3542,180
3543,172
3544,171
3545,179
3546,170
3547,181
3548,187
3549,158
3550,158
3551,182
3552,182
3553,180
3554,169
3555,182
3556,176
3557,158
3558,167
3559,183
3560,168
3561,170
3562,162
3563,173
3564,167
3565,170
3566,179
3567,171
3568,173
3569,186
3570,164
3571,171
3572,167
3573,153
3574,183
3575,168
3576,177
3577,171
3578,162
3579,171
3580,185
3581,182
3582,167
3583,158
3584,178
3585,177
3586,168
3587,160
3588,145
3589,186
3590,150
3591,174
3592,178
3593,194
3594,169
3595,164
3596,178
3597,173
3598,171
3599,172
3600,172
3601,159
3602,162
3603,169
3604,162
3605,199
3606,154
3607,171
3608,177
3609,176
3610,176
3611,169
3612,172
3613,164
3614,165
3615,178
3616,163
3617,168
3618,171
3619,170
3620,161
3621,186
3622,164
3623,147
3624,185
3625,162
3626,185
3627,188
3628,163
3629,183
3630,169
3631,140
3632,186
3633,160
3634,176
3635,177
3636,175
3637,182
3638,188
3639,161
3640,158
3641,178
3642,172
3643,193
3644,170
3645,167
3646,162
3647,164
3648,182
3649,178
3650,164
3651,171
3652,157
3653,180
3654,167
3655,158
3656,142
3657,155
3658,158
3659,182
3660,177
3661,163
3662,185
3663,172
3664,171
3665,162
3666,166
3667,183
3668,178
3669,163
3670,159
3671,172
3672,177
3673,173
3674,182
3675,187
3676,159
3677,168
3678,176
3679,172
3680,172
3681,159
3682,166
3683,184
3684,164
3685,168
3686,156
3687,168
3688,186
3689,171
3690,178
3691,181
3692,155
3693,177
3694,185
3695,160
3696,156
3697,174
3698,181
3699,183
3700,156
3701,180
3702,173
3703,196
3704,180
3705,168
3706,177
3707,162
3708,181
3709,157
3710,174
3711,165
3712,156
3713,160
3714,186
3715,176
3716,156
3717,184
3718,153
3719,187
3720,154
3721,176
3722,162
3723,168
3724,163
3725,180
3726,165
3727,167
3728,182
3729,170
3730,174
3731,190
3732,165
3733,173
3734,157
3735,171
3736,182
3737,173
3738,167
3739,168
3740,153
3741,168
3742,182
3743,163
3744,161
3745,173
3746,176
3747,171
3748,167
3749,164
3750,191
3751,173
3752,166
3753,165
3754,177
3755,163
3756,181
3757,178
3758,177
3759,188
3760,175
3761,168
3762,160
3763,177
3764,176
3765,181
3766,167
3767,169
3768,164
3769,156
3770,170
3771,194
3772,183
3773,187
3774,190
3775,161
3776,166
3777,169
3778,170
3779,180
3780,157
3781,193
3782,162
3783,166
3784,180
3785,157
3786,167
3787,174
3788,183
3789,184
3790,176
3791,172
3792,174
3793,175
3794,163
3795,184
3796,177
3797,175
3798,170
3799,162
3800,164
3801,189
3802,191
3803,182
3804,168
3805,184
3806,175
3807,166
3808,190
3809,162
3810,186
3811,174
3812,193
3813,176
3814,164
3815,185
3816,170
3817,154
3818,178
3819,184
3820,151
3821,178
3822,169
3823,172
3824,173
3825,173
3826,192
3827,160
3828,168
3829,198
3830,167
3831,182
3832,164
3833,167
3834,161
3835,188
3836,180
3837,169
3838,179
3839,157
3840,193
3841,155
3842,173
3843,168
3844,160
3845,163
3846,160
3847,172
3848,162
3849,176
3850,162
3851,176
3852,190
3853,173
3854,179
3855,160
3856,161
3857,184
3858,182
3859,159
3860,182
3861,151
3862,156
3863,174
3864,155
3865,168
3866,161
3867,180
3868,182
3869,171
3870,173
3871,181
3872,191
3873,184
3874,189
3875,170
3876,176
3877,173
3878,156
3879,173
3880,188
3881,186
3882,184
3883,171
3884,175
3885,179
3886,159
3887,170
3888,187
3889,181
3890,170
3891,192
3892,174
3893,168
3894,174
3895,155
3896,185
3897,174
3898,181
3899,187
3900,188
3901,156
3902,164
3903,162
3904,183
3905,159
3906,167
3907,185
3908,179
3909,180
3910,168
3911,189
3912,174
3913,164
3914,167
3915,156
3916,173
3917,165
3918,168
3919,188
3920,167
3921,181
3922,167
3923,189
3924,182
3925,161
3926,161
3927,171
3928,169
3929,167
3930,155
3931,160
3932,177
3933,170
3934,170
3935,176
3936,168
3937,171
3938,164
3939,184
3940,169
3941,171
3942,158
3943,183
3944,179
3945,175
3946,154
3947,182
3948,175
3949,180
3950,178
3951,186
3952,187
3953,168
3954,166
3955,189
3956,165
3957,169
3958,163
3959,162
3960,166
3961,187
3962,165
3963,198
3964,171
3965,174
3966,165
3967,180
3968,187
3969,164
3970,164
3971,180
3972,175
3973,165
3974,176
3975,175
3976,179
3977,170
3978,189
3979,172
3980,164
3981,169
3982,160
3983,173
3984,155
3985,148
3986,176
3987,156
3988,169
3989,150
3990,157
3991,197
3992,155
3993,158
3994,179
3995,185
3996,188
3997,173
3998,152
3999,182
4000,179
4001,155
4002,165
4003,151
4004,184
4005,185
4006,194
4007,179
4008,180
4009,169
4010,163
4011,176
4012,159
4013,178
4014,177
4015,154
4016,170
4017,164
4018,180
4019,166
4020,157
4021,185
4022,172
4023,186
4024,158
4025,187
4026,163
4027,146
4028,170
4029,180
4030,156
4031,152
4032,183
4033,182
4034,182
4035,179
4036,171
4037,185
4038,184
4039,177
4040,169
4041,155
4042,164
4043,194
4044,179
4045,156
4046,189
4047,159
4048,177
4049,180
4050,190
4051,185
4052,170
4053,164
4054,181
4055,166
4056,171
4057,185
4058,174
4059,176
4060,168
4061,174
4062,185
4063,167
4064,186
4065,192
4066,163
4067,159
4068,161
4069,169
4070,168
4071,157
4072,155
4073,175
4074,165
4075,174
4076,184
4077,163
4078,168
4079,162
4080,170
4081,170
4082,155
4083,184
4084,172
4085,174
4086,156
4087,171
4088,163
4089,166
4090,176
4091,182
4092,170
4093,157
4094,180
4095,177
4096,188
4097,179
4098,167
4099,176
4100,176
4101,164
4102,173
4103,187
4104,187
4105,170
4106,172
4107,167
4108,163
4109,162
4110,169
4111,153
4112,171
4113,168
4114,147
4115,188
4116,172
4117,182
4118,161
4119,185
4120,172
4121,169
4122,159
4123,162
4124,186
4125,179
4126,194
4127,161
4128,161
4129,173
4130,190
4131,180
4132,162
4133,164
4134,167
4135,175
4136,165
4137,174
4138,156
4139,165
4140,172
4141,184
4142,176
4143,185
4144,170
4145,174
4146,175
4147,165
4148,192
4149,189
4150,174
4151,156
4152,181
4153,172
4154,171
4155,180
4156,172
4157,189
4158,153
4159,179
4160,172
4161,182
4162,162
4163,173
4164,179
4165,167
4166,179
4167,184
4168,174
4169,166
4170,170
4171,186
4172,168
4173,155
4174,162
4175,175
4176,174
4177,171
4178,175
4179,151
4180,162
4181,174
4182,182
4183,182
4184,166
4185,163
4186,153
4187,170
4188,161
4189,167
4190,165
4191,162
4192,178
4193,169
4194,176
4195,181
4196,168
4197,160
4198,168
4199,167
4200,158
4201,151
4202,174
4203,158
4204,157
4205,158
4206,160
4207,181
4208,164
4209,173
4210,180
4211,162
4212,181
4213,175
4214,178
4215,162
4216,154
4217,177
4218,182
4219,181
4220,160
4221,180
4222,173
4223,179
4224,186
4225,182
4226,163
4227,171
4228,171
4229,160
4230,155
4231,159
4232,172
4233,175
4234,170
4235,174
4236,162
4237,187
4238,164
4239,165
4240,182
4241,175
4242,180
4243,183
4244,158
4245,164
4246,158
4247,187
4248,162
4249,175
4250,161
4251,152
4252,184
4253,158
4254,170
4255,166
4256,174
4257,176
4258,188
4259,177
4260,157
4261,165
4262,184
4263,164
4264,157
4265,166
4266,162
4267,158
4268,183
4269,187
4270,170
4271,168
4272,147
4273,140
4274,163
4275,186
4276,172
4277,192
4278,178
4279,168
4280,177
4281,195
4282,172
4283,153
4284,167
4285,176
4286,167
4287,178
4288,173
4289,166
4290,182
4291,170
4292,160
4293,178
4294,171
4295,186
4296,165
4297,176
4298,181
4299,161
4300,166
4301,177
4302,182
4303,173
4304,178
4305,179
4306,158
4307,182
4308,188
4309,165
4310,160
4311,176
4312,187
4313,163
4314,153
4315,160
4316,169
4317,174
4318,172
4319,159
4320,169
4321,189
4322,177
4323,191
4324,168
4325,145
4326,160
4327,180
4328,175
4329,168
4330,181
4331,169
4332,157
4333,184
4334,185
4335,166
4336,177
4337,179
4338,173
4339,183
4340,175
4341,178
4342,160
4343,172
4344,149
4345,149
4346,173
4347,187
4348,168
4349,171
4350,156
4351,167
4352,177
4353,164
4354,180
4355,172
4356,184
4357,163
4358,160
4359,168
4360,165
4361,178
4362,171
4363,178
4364,188
4365,169
4366,172
4367,155
4368,169
4369,172
4370,184
4371,170
4372,182
4373,183
4374,162
4375,181
4376,174
4377,162
4378,163
4379,152
4380,171
4381,157
4382,176
4383,165
4384,176
4385,167
4386,182
4387,161
4388,186
4389,175
4390,175
4391,188
4392,190
4393,175
4394,178
4395,176
4396,163
4397,168
4398,179
4399,177
4400,150
4401,172
4402,191
4403,172
4404,176
4405,170
4406,182
4407,154
4408,180
4409,185
4410,192
4411,163
4412,149
4413,158
4414,158
4415,179
4416,173
4417,175
4418,156
4419,170
4420,174
4421,184
4422,170
4423,172
4424,164
4425,149
4426,166
4427,176
4428,161
4429,159
4430,189
4431,174
4432,161
4433,159
4434,173
4435,188
4436,190
4437,186
4438,184
4439,192
4440,176
4441,195
4442,163
4443,173
4444,162
4445,170
4446,168
4447,168
4448,168
4449,159
4450,170
4451,176
4452,151
4453,191
4454,171
4455,160
4456,175
4457,163
4458,181
4459,160
4460,173
4461,162
4462,182
4463,187
4464,167
4465,171
4466,165
4467,187
4468,181
4469,176
4470,184
4471,172
4472,160
4473,171
4474,176
4475,170
4476,191
4477,162
4478,171
4479,184
4480,166
4481,176
4482,179
4483,177
4484,170
4485,150
4486,179
4487,164
4488,173
4489,181
4490,176
4491,160
4492,174
4493,164
4494,168
4495,185
4496,165
4497,173
4498,172
4499,171
4500,156
4501,174
4502,190
4503,192
4504,173
4505,166
4506,186
4507,185
4508,164
4509,174
4510,164
4511,178
4512,186
4513,185
4514,170
4515,176
4516,183
4517,160
4518,186
4519,148
4520,174
4521,182
4522,173
4523,179
4524,163
4525,164
4526,160
4527,159
4528,183
4529,175
4530,159
4531,172
4532,177
4533,170
4534,155
4535,160
4536,158
4537,157
4538,162
4539,174
4540,185
4541,157
4542,165
4543,164
4544,160
4545,156
4546,160
4547,172
4548,156
4549,167
4550,166
4551,185
4552,172
4553,180
4554,155
4555,179
4556,182
4557,152
4558,184
4559,162
4560,182
4561,159
4562,188
4563,174
4564,173
4565,160
4566,168
4567,168
4568,179
4569,177
4570,175
4571,163
4572,161
4573,172
4574,164
4575,179
4576,181
4577,162
4578,176
4579,157
4580,171
4581,172
4582,170
4583,166
4584,157
4585,149
4586,180
4587,170
4588,183
4589,186
4590,176
4591,172
4592,157
4593,164
4594,170
4595,159
4596,174
4597,158
4598,165
4599,174
4600,156
4601,150
4602,158
4603,177
4604,172
4605,173
4606,155
4607,159
4608,175
4609,174
4610,192
4611,188
4612,187
4613,187
4614,171
4615,162
4616,171
4617,156
4618,195
4619,185
4620,172
4621,179
4622,167
4623,183
4624,194
4625,171
4626,162
4627,162
4628,168
4629,172
4630,167
4631,186
4632,193
4633,168
4634,183
4635,175
4636,148
4637,173
4638,176
4639,166
4640,176
4641,190
4642,182
4643,185
4644,172
4645,170
4646,165
4647,180
4648,170
4649,175
4650,175
4651,169
4652,179
4653,182
4654,161
4655,177
4656,154
4657,155
4658,182
4659,163
4660,173
4661,176
4662,172
4663,171
4664,180
4665,173
4666,172
4667,158
4668,174
4669,166
4670,193
4671,175
4672,167
4673,154
4674,156
4675,182
4676,165
4677,185
4678,186
4679,173
4680,160
4681,188
4682,174
4683,180
4684,155
4685,196
4686,146
4687,173
4688,177
4689,191
4690,146
4691,168
4692,180
4693,166
4694,166
4695,182
4696,159
4697,155
4698,161
4699,171
4700,151
4701,189
4702,161
4703,169
4704,169
4705,162
4706,173
4707,161
4708,181
4709,165
4710,166
4711,185
4712,154
4713,156
4714,174
4715,168
4716,180
4717,178
4718,155
4719,173
4720,174
4721,167
4722,172
4723,172
4724,198
4725,164
4726,178
4727,181
4728,174
4729,171
4730,190
4731,154
4732,182
4733,177
4734,177
4735,166
4736,174
4737,177
4738,187
4739,175
4740,168
4741,176
4742,185
4743,192
4744,180
4745,160
4746,183
4747,160
4748,187
4749,174
4750,163
4751,182
4752,167
4753,174
4754,183
4755,160
4756,178
4757,178
4758,194
4759,160
4760,201
4761,178
4762,196
4763,160
4764,184
4765,180
4766,181
4767,181
4768,172
4769,186
4770,151
4771,175
4772,187
4773,174
4774,161
4775,164
4776,165
4777,172
4778,179
4779,176
4780,184
4781,180
4782,188
4783,154
4784,186
4785,182
4786,183
4787,157
4788,163
4789,158
4790,185
4791,135
4792,170
4793,177
4794,189
4795,175
4796,182
4797,166
4798,155
4799,152
4800,166
4801,182
4802,171
4803,154
4804,171
4805,152
4806,174
4807,161
4808,159
4809,190
4810,175
4811,162
4812,158
4813,153
4814,195
4815,193
4816,165
4817,187
4818,152
4819,170
4820,183
4821,171
4822,172
4823,173
4824,155
4825,170
4826,172
4827,166
4828,183
4829,164
4830,179
4831,165
4832,167
4833,182
4834,178
4835,159
4836,194
4837,187
4838,187
4839,178
4840,175
4841,202
4842,175
4843,180
4844,165
4845,145
4846,153
4847,168
4848,169
4849,174
4850,188
4851,172
4852,164
4853,179
4854,195
4855,174
4856,186
4857,167
4858,172
4859,173
4860,179
4861,176
4862,184
4863,184
4864,179
4865,155
4866,180
4867,161
4868,155
4869,161
4870,159
4871,156
4872,172
4873,189
4874,171
4875,159
4876,190
4877,162
4878,164
4879,168
4880,167
4881,175
4882,148
4883,180
4884,183
4885,175
4886,164
4887,173
4888,177
4889,176
4890,178
4891,162
4892,183
4893,165
4894,172
4895,172
4896,187
4897,188
4898,157
4899,176
4900,185
4901,179
4902,183
4903,180
4904,171
4905,179
4906,182
4907,154
4908,179
4909,176
4910,162
4911,170
4912,167
4913,178
4914,172
4915,182
4916,187
4917,183
4918,177
4919,170
4920,190
4921,177
4922,177
4923,159
4924,189
4925,183
4926,180
4927,180
4928,180
4929,169
4930,157
4931,166
4932,149
4933,160
4934,176
4935,185
4936,179
4937,182
4938,183
4939,179
4940,156
4941,165
4942,191
4943,179
4944,178
4945,188
4946,170
4947,176
4948,168
4949,162
4950,175
4951,165
4952,187
4953,186
4954,163
4955,172
4956,172
4957,154
4958,192
4959,193
4960,186
4961,159
4962,187
4963,189
4964,164
4965,169
4966,160
4967,187
4968,158
4969,188
4970,150
4971,159
4972,171
4973,181
4974,173
4975,162
4976,186
4977,182
4978,166
4979,177
4980,184
4981,159
4982,158
4983,176
4984,170
4985,175
4986,162
4987,180
4988,162
4989,173
4990,164
4991,189
4992,170
4993,168
4994,160
4995,184
4996,146
4997,174
4998,157
4999,184
5000,190
5001,176
5002,184
5003,165
5004,160
5005,193
5006,175
5007,159
5008,182
5009,160
5010,174
5011,176
5012,186
5013,161
5014,163
5015,187
5016,161
5017,175
5018,147
5019,187
5020,158
5021,163
5022,174
5023,183
5024,177
5025,145
5026,194
5027,166
5028,170
5029,172
5030,178
5031,185
5032,164
5033,162
5034,165
5035,164
5036,186
5037,178
5038,161
5039,183
5040,195
5041,179
5042,155
5043,177
5044,183
5045,172
5046,189
5047,188
5048,175
5049,176
5050,168
5051,161
5052,164
5053,176
5054,165
5055,166
5056,170
5057,158
5058,186
5059,176
5060,181
5061,157
5062,186
5063,156
5064,176
5065,175
5066,163
5067,166
5068,168
5069,166
5070,164
5071,188
5072,171
5073,180
5074,153
5075,170
5076,158
5077,178
5078,166
5079,149
5080,178
5081,154
5082,152
5083,168
5084,164
5085,154
5086,179
5087,169
5088,163
5089,176
5090,187
5091,156
5092,156
5093,180
5094,162
5095,166
5096,182
5097,156
5098,162
5099,181
5100,173
5101,183
5102,179
5103,166
5104,156
5105,164
5106,173
5107,162
5108,160
5109,178
5110,148
5111,170
5112,171
5113,176
5114,168
5115,168
5116,180
5117,171
5118,162
5119,206
5120,163
5121,172
5122,164
5123,176
5124,154
5125,190
5126,166
5127,162
5128,174
5129,167
5130,164
5131,166
5132,171
5133,186
5134,162
5135,172
5136,197
5137,182
5138,164
5139,159
5140,161
5141,162
5142,183
5143,184
5144,165
5145,150
5146,160
5147,180
5148,178
5149,191
5150,166
5151,162
5152,178
5153,167
5154,195
5155,169
5156,174
5157,166
5158,187
5159,175
5160,180
5161,166
5162,166
5163,156
5164,168
5165,183
5166,163
5167,181
5168,157
5169,166
5170,185
5171,170
5172,161
5173,172
5174,155
5175,184
5176,177
5177,161
5178,171
5179,172
5180,174
5181,149
5182,179
5183,160
5184,162
5185,170
5186,184
5187,196
5188,179
5189,183
5190,174
5191,152
5192,172
5193,174
5194,178
5195,191
5196,169
5197,164
5198,169
5199,150
5200,178
5201,185
5202,153
5203,169
5204,182
5205,171
5206,159
5207,169
5208,162
5209,172
5210,180
5211,168
5212,164
5213,177
5214,180
5215,177
5216,170
5217,182
5218,158
5219,169
5220,182
5221,179
5222,153
5223,176
5224,170
5225,175
5226,177
5227,170
5228,180
5229,178
5230,159
5231,170
5232,165
5233,160
5234,190
5235,189
5236,174
5237,177
5238,179
5239,181
5240,177
5241,179
5242,179
5243,162
5244,160
5245,178
5246,168
5247,159
5248,175
5249,187
5250,190
5251,173
5252,164
5253,175
5254,149
5255,166
5256,176
5257,179
5258,185
5259,180
5260,155
5261,150
5262,175
5263,179
5264,182
5265,168
5266,183
5267,190
5268,180
5269,162
5270,163
5271,160
5272,174
5273,178
5274,163
5275,160
5276,194
5277,165
5278,160
5279,176
5280,176
5281,170
5282,178
5283,170
5284,168
5285,172
5286,175
5287,182
5288,183
5289,169
5290,155
5291,173
5292,164
5293,180
5294,172
5295,157
5296,179
5297,183
5298,178
5299,161
5300,165
5301,169
5302,162
5303,193
5304,178
5305,159
5306,182
5307,172
5308,144
5309,176
5310,172
5311,167
5312,187
5313,175
5314,171
5315,185
5316,165
5317,166
5318,156
5319,172
5320,163
5321,169
5322,164
5323,188
5324,160
5325,165
5326,171
5327,155
5328,158
5329,186
5330,160
5331,164
5332,178
5333,183
5334,182
5335,169
5336,187
5337,158
5338,152
5339,179
5340,175
5341,184
5342,184
5343,176
5344,168
5345,166
5346,169
5347,160
5348,184
5349,191
5350,175
5351,153
5352,165
5353,177
5354,178
5355,197
5356,152
5357,155
5358,156
5359,176
5360,151
5361,186
5362,185
5363,169
5364,165
5365,178
5366,161
5367,183
5368,171
5369,182
5370,166
5371,166
5372,167
5373,180
5374,166
5375,157
5376,197
5377,158
5378,195
5379,177
5380,189
5381,161
5382,191
5383,182
5384,172
5385,164
5386,169
5387,166
5388,179
5389,178
5390,182
5391,175
5392,182
5393,186
5394,174
5395,159
5396,169
5397,191
5398,176
5399,163
5400,155
5401,170
5402,187
5403,182
5404,166
5405,188
5406,175
5407,180
5408,178
5409,167
5410,167
5411,167
5412,165
5413,178
5414,171
5415,194
5416,153
5417,187
5418,168
5419,146
5420,176
5421,169
5422,165
5423,180
5424,176
5425,181
5426,167
5427,186
5428,175
5429,172
5430,182
5431,179
5432,178
5433,178
5434,188
5435,169
5436,177
5437,154
5438,176
5439,190
5440,171
5441,149
5442,176
5443,188
5444,160
5445,154
5446,172
5447,162
5448,152
5449,181
5450,175
5451,182
5452,158
5453,159
5454,173
5455,184
5456,178
5457,162
5458,167
5459,190
5460,158
5461,174
5462,171
5463,170
5464,162
5465,175
5466,168
5467,156
5468,159
5469,153
5470,185
5471,192
5472,158
5473,171
5474,183
5475,166
5476,174
5477,156
5478,165
5479,175
5480,170
5481,167
5482,157
5483,160
5484,152
5485,153
5486,148
5487,177
5488,181
5489,164
5490,166
5491,173
5492,157
5493,183
5494,161
5495,169
5496,157
5497,187
5498,159
5499,168
5500,154
5501,166
5502,171
5503,161
5504,171
5505,169
5506,185
5507,188
5508,171
5509,147
5510,175
5511,166
5512,166
5513,156
5514,157
5515,182
5516,170
5517,167
5518,185
5519,190
5520,168
5521,164
5522,175
5523,176
5524,172
5525,167
5526,178
5527,179
5528,163
5529,170
5530,166
5531,170
5532,178
5533,185
5534,158
5535,177
5536,165
5537,185
5538,161
5539,161
5540,174
5541,173
5542,163
5543,146
5544,162
5545,157
5546,168
5547,164
5548,177
5549,190
5550,178
5551,170
5552,172
5553,172
5554,183
5555,178
5556,184
5557,184
5558,166
5559,174
5560,152
5561,177
5562,174
5563,162
5564,150
5565,155
5566,188
5567,173
5568,185
5569,143
5570,182
5571,184
5572,168
5573,171
5574,177
5575,176
5576,157
5577,178
5578,178
5579,180
5580,184
5581,162
5582,179
5583,153
5584,161
5585,184
5586,167
5587,183
5588,168
5589,159
5590,191
5591,166
5592,160
5593,188
5594,190
5595,161
5596,167
5597,145
5598,188
5599,186
5600,184
5601,167
5602,169
5603,150
5604,170
5605,192
5606,173
5607,190
5608,164
5609,162
5610,168
5611,168
5612,182
5613,182
5614,162
5615,173
5616,176
5617,186
5618,160
5619,186
5620,171
5621,179
5622,176
5623,156
5624,185
5625,183
5626,174
5627,158
5628,142
5629,155
5630,182
5631,183
5632,165
5633,164
5634,172
5635,154
5636,186
5637,187
5638,174
5639,160
5640,184
5641,191
5642,182
5643,165
5644,167
5645,170
5646,164
5647,154
5648,146
5649,189
5650,183
5651,161
5652,179
5653,164
5654,170
5655,177
5656,175
5657,175
5658,169
5659,159
5660,181
5661,157
5662,173
5663,154
5664,173
5665,167
5666,161
5667,187
5668,169
5669,165
5670,175
5671,183
5672,183
5673,175
5674,164
5675,149
5676,176
5677,167
5678,162
5679,172
5680,154
5681,185
5682,169
5683,181
5684,178
5685,178
5686,177
5687,161
5688,170
5689,157
5690,181
5691,165
5692,154
5693,183
5694,172
5695,166
5696,154
5697,162
5698,178
5699,178
5700,174
5701,178
5702,182
5703,184
5704,187
5705,179
5706,181
5707,169
5708,170
5709,173
5710,182
5711,169
5712,166
5713,180
5714,179
5715,177
5716,176
5717,157
5718,173
5719,170
5720,168
5721,183
5722,161
5723,156
5724,164
5725,162
5726,176
5727,181
5728,163
5729,187
5730,159
5731,179
5732,194
5733,154
5734,172
5735,150
5736,176
5737,146
5738,149
5739,173
5740,173
5741,182
5742,150
5743,190
5744,179
5745,167
5746,176
5747,168
5748,188
5749,183
5750,160
5751,178
5752,178
5753,179
5754,173
5755,190
5756,170
5757,162
5758,164
5759,163
5760,176
5761,170
5762,163
5763,174
5764,170
5765,179
5766,182
5767,158
5768,176
5769,178
5770,155
5771,162
5772,172
5773,172
5774,174
5775,160
5776,166
5777,170
5778,159
5779,206
5780,181
5781,173
5782,163
5783,153
5784,166
5785,172
5786,167
5787,183
5788,157
5789,160
5790,179
5791,166
5792,167
5793,181
5794,161
5795,182
